index,title,language
5850,"# of government and judicial  staff who received training on  Child Protection, Child Rights  and the importance and  procedures of BR and Civil  Documentation (6  governorates)",Language.ENGLISH
5851,# of Justice Gate database  officers received capacity  building on usage of Primero  for entering data into the  database system and well use  of data by ensuring  confidentiality principles,Language.ENGLISH
5852,# of CP staff received  mentoring sessions after  training.,Language.ENGLISH
5853,# children accessing appropriate WASH facilities and hygiene services  in learning facilities and safe spaces,Language.ENGLISH
5854,# of people benefited/covered by health centers with access to basic WASH facilities,Language.ENGLISH
5855,# of people accessing a sufficient and sustainable quality of safe drinking and domestic water,Language.ENGLISH
5856,of people reached with hygiene promotion session in targeted villages,Language.ENGLISH
5857,of people accessing a sufficient and sustainable quality of safe drinking and domestic water,Language.ENGLISH
5858,people reached with critical WASH supplies (including IEC and hygiene items),Language.ENGLISH
5859,male and female sharing their concerns and asking questions/clarifications to address their needs through established feedback mechanisms.,Language.ENGLISH
5860,"of participants/beneficiaries (Village Health Committee, Volunteer) from the Capacity building for Sanitation & Hygiene Promotion trainings",Language.ENGLISH
5861,of student received with WASH supplies (soap and sanitary pads),Language.ENGLISH
5862,of beneficiaries who participated in the WASH event day,Language.ENGLISH
5863,of people reached with critical WASH supplies (including IEC and hygiene items),Language.ENGLISH
5864,male and female accessing appropriately designed and managed latrines,Language.ENGLISH
5865,"of participants/beneficiaries ( Teachers, Volunteer) from the Capacity building for Sanitation & Hygiene Promotion trainings",Language.ENGLISH
5866,of children reached with the series episodes,Language.ENGLISH
5867,of children and parents engaged in the process of creating the series.,Language.ENGLISH
5868,Nombre d'influenceurs mobilisés pour la vaccination contre la COVID-19.,Language.FRENCH
5869,Nombre de partenaires ayant des capacités renforcées en communication pour la vaccination contre la COVID-19.,Language.FRENCH
5870,"Nombre de jeunes bloggeurs, Jeunes U reporters formés et actifs en faveur de la vaccination contre la COVID-19.",Language.FRENCH
5871,Nombre de adolescents ayant des capacités renforcées en communication pour la vaccination contre la COVID-19.,Language.FRENCH
5872,"Nombre des partenaires atteint grâce à des activités de sensibilisation de PEAS,",Language.FRENCH
5873,Pourcentage du personnel du projet renforcé en capacité  ayant signé le code de conduite PSEA.,Language.FRENCH
5874,50 of people (15 women / 20 men; 5 girls U5 / 10 boys U5) in home-care followed up with home based visits and or telephone consultations,Language.ENGLISH
5875,of people collecting water from an improved source increased,Language.ENGLISH
5876,of natural leaders identified and trained to support attainment of ODF status,Language.ENGLISH
5877,of school children benefitting from improved knowledge of Hygiene and sanitation and the pupils are practising regular hand washing at critical times,Language.ENGLISH
5878,"of community extension workers trained and providing joint extension services on key WASH, Health and Nutrition interventions",Language.ENGLISH
5879,suspected persons referred for COVID case management (70 F / 85 M; 20 Girls LJ5 / 25 Boys IJ5) from health facility,Language.ENGLISH
5880,"50 of cases with AWD/Cholera treated at facility (CTCs) and other treatment centers  CTU&ORPs, (30M: 20F",Language.ENGLISH
5881,40 of Health workers (15 M:25 F) provided with basic PPE for emergency response and outbreak (Facemasks and gloves),Language.ENGLISH
5882,3 health facilities received essential medicines and/ or equipment for AWD/cholera and mild COVID case management of 200 fever cases (80M: 120 F),Language.ENGLISH
5883,of ToT participants,Language.FRENCH
5884,Of youth who complete certified digital skills training courses,Language.ENGLISH
5885,Of additional youth who complete certified basic  and advanced digital skills training courses,Language.ENGLISH
5886,Of youth who complete work placements,Language.ENGLISH
5887,Of youth who acquire opportunities through the B.O.T project,Language.ENGLISH
5888,Of youth registered in the B.O.T platform pool,Language.ENGLISH
5889,Of youth enrolled in certified digital skills training courses,Language.ENGLISH
5890,Number of people reached with WASH public advocacy and hygiene promotion messages to increase demand for safely-managed WASH services and good hygiene practices,Language.ENGLISH
5891,Number of legislators supporting bills related to road safety,Language.ENGLISH
5892,Number of budget briefers developed and disseminated,Language.ENGLISH
5893,Number of CRN and NCCRTIP members mobilized and performing key roles in project-related policy advocacy activities,Language.ENGLISH
5894,Number of children and young people from urban settings recruited to become members of YARD supporting and implementing advocacy strategies for child road safety,Language.ENGLISH
5895,Number of children and young people capacitated to support advocacy actions for child road safety,Language.ENGLISH
5896,# of national and private stakeholders capacitated and able to implement system-wide data improvements on child road safety,Language.ENGLISH
5897,# of participating agencies in the PRSAP strategic planning workshop able to incorporate their agency actions to improve monitoring and reporting of activities on child road safety,Language.ENGLISH
5898,# of participants in the Dissemination Forum on the updating of the PRSAP with improved knowledge on monitoring child road safety programs,Language.ENGLISH
5899,"# of schools in Valenzuela City, Zamboanga City, Angeles City and Cagayan de Oro City engaged to implement CRTIP and able to demonstrate improvements in school road safety rating through the Star Rating for Schools (SR4S) tool",Language.ENGLISH
5900,Number of regional and provincial Environmental Health staff participating in online learning events,Language.ENGLISH
5901,Number of provincial and city HEPOs participating in DOH Playbook roll-out on Environmental Health / PhATSS,Language.ENGLISH
5902,"Numbers of multi stakeholder platforms - women, children and youth, returnees – with peacebuilding competencies and engaged in initiatives to effect meaningful behavioural change at the community level",Language.ENGLISH
5903,"Number of girls and boys, youth and women who have participated in skills development programmes for learning, personal empowerment, active citizenship and/or employability through UNICEF-supported programme",Language.ENGLISH
5904,"Nombre d'eleves(filles et garcons, y compris les eleves en situation de handicap) dans les ecoles primaires affectées par le conflit  ou catastrophes naturelles ou epidemies ayant acces aux services d'eau , hygiene et assainissement.",Language.FRENCH
5905,girls & boys IJ5 with acute diarrhoea (excluding watery & bloody diarrhoea),Language.ENGLISH
5906,girls & boys IJ5 treated with ORS and Zinc for acute diarrhoea,Language.ENGLISH
5907,100 of girls & boys u5 diagnosed with pneumonia treated with appropriate antibiotics,Language.ENGLISH
5908,Suspected COVID-19 cases (women/men; girls U5/boys IJ5) reported by CHWs,Language.ENGLISH
5909,Number of cases who have been provided with primary health care services without referral,Language.ENGLISH
5910,Number of people (including community leader; 50% female; 50% male; 50% children) reached through awareness community-based activities,Language.ENGLISH
5911,Number of Child Protection and Psychosocial Support staff trained on CP approach,Language.ENGLISH
5912,Number of parents and students (M/F) attending Covid-19 awareness sessions,Language.ENGLISH
5913,Number of beneficiaries who received in-patient medical treatment from referral,Language.ENGLISH
5914,Number of vulnerable families reached through outreach activities in the community,Language.ENGLISH
5915,Number of children (boys and girls) accessing Psychosocial Support Services,Language.ENGLISH
5916,"# of ECCD Facilitators trained on ECCD in Emergencies (ECCDiE), Psychosocial, and Parenting Education, including PSEA and AAP",Language.ENGLISH
5917,# of children and adolescent from Thandway township who has access to join the Sport Events.,Language.ENGLISH
5918,# of children and adolescent from Thandway township who attended the Music Making Workshop.,Language.ENGLISH
5919,"# of Youth facilitators and community teachers who attended child development, CP and positive discipline trainings",Language.ENGLISH
5920,"# of youth facilitators and volunteer teachers who attend CP, MHPSS and first aid trainings",Language.ENGLISH
5921,"# of enrolled students, receiveing individual learning materials",Language.ENGLISH
5922,# of enrolled students in NFE classes (life skill and peace education) received the student kits,Language.ENGLISH
5923,# of youth and adolescents who completed vocational skill training with an of 80% and more attendance rate (disaggregated by sex and age),Language.ENGLISH
5924,# of volunteer teachers who attended the training for remedial class,Language.ENGLISH
5925,# of children from excluded communities who attended remedial classes,Language.ENGLISH
